,rel606_gene_id,BLATTNER-ID,ECK_ID
1259,ECB_RS07480,b1451,ECK120003351
1260,ECB_RS07485,b1452,ECK120003352
1261,ECB_RS07490,b1453,ECK120003353
1262,ECB_RS07495,b1454,ECK120003354
1263,ECB_RS07500,b1455,ECK120003355
1264,ECB_RS07510,b0497,ECK120000840
1265,ECB_RS07515,b1457,ECK120001696
1266,ECB_RS25430,b4745,ECK125276516
1267,ECB_RS07530,b1461,ECK120001697
1268,ECB_RS07535,b1462,ECK120003358
1269,ECB_RS07540,b1463,ECK120003359
1270,ECB_RS07550,b1465,ECK120000637
1271,ECB_RS07555,b1466,ECK120000638
1272,ECB_RS07560,b1467,ECK120000640
1273,ECB_RS07565,b1468,ECK120000641
1274,ECB_RS07570,b1469,ECK120002052
1275,ECB_RS07580,b1472,ECK120003362
1276,ECB_RS07585,b1473,ECK120002370
1277,ECB_RS07595,b1474,ECK120001205
1278,ECB_RS07600,b1475,ECK120001206
1279,ECB_RS07605,b1476,ECK120001207
1280,ECB_RS07610,b1477,ECK120003363
1281,ECB_RS07615,b1478,ECK120003364
1282,ECB_RS07620,b1479,ECK120000937
1283,ECB_RS07625,b1480,ECK120001464
1284,ECB_RS07630,b1481,ECK120003365
1285,ECB_RS07635,b1482,ECK120000673
1286,ECB_RS07640,b1483,ECK120003366
1287,ECB_RS07645,b1484,ECK120003367
1288,ECB_RS07650,b1485,ECK120003368
1289,ECB_RS07655,b1486,ECK120003369
1290,ECB_RS07660,b1487,ECK120003370
1291,ECB_RS07665,b1488,ECK120003371
1292,ECB_RS07670,b1489,ECK120003372
1293,ECB_RS07675,b1490,ECK120003373
1294,ECB_RS07680,b1491,ECK120003374
1295,ECB_RS07685,b1492,ECK120003375
1296,ECB_RS07690,b1493,ECK120001446
1297,ECB_RS07700,b1494,ECK120001683
1298,ECB_RS07705,b1495,ECK120001682
1299,ECB_RS07710,b1496,ECK120001681
1300,ECB_RS25435,b4747,ECK125276504
1301,ECB_RS07715,b1497,ECK120003376
1302,ECB_RS07720,b1498,ECK120003377
1303,ECB_RS07725,b1499,ECK120003378
1304,ECB_RS07730,b1500,ECK120003379
1305,ECB_RS07735,b1501,ECK120003380
1306,ECB_RS07740,b1502,ECK120003381
1307,ECB_RS07745,b1503,ECK120003382
1308,ECB_RS07750,b1504,ECK120003383
1309,ECB_RS24975,b1505,ECK120003384
1310,ECB_RS07780,b1507,ECK120000436
1311,ECB_RS07785,b1508,ECK120000435
1312,ECB_RS07800,b1516,ECK120003392
1313,ECB_RS07805,b1517,ECK120003393
1314,ECB_RS07810,b1518,ECK120003394
1315,ECB_RS07815,b1519,ECK120003395
1316,ECB_RS07820,b1520,ECK120003396
1317,ECB_RS07825,b1521,ECK120001054
1318,ECB_RS07835,b1523,ECK120003398
1319,ECB_RS07840,b1524,ECK120003399
1320,ECB_RS07845,b1525,ECK120003400
1321,ECB_RS07850,b1526,ECK120003401
1322,ECB_RS07855,b1527,ECK120003402
1323,ECB_RS07860,b1528,ECK120001583
1324,ECB_RS07865,b1529,ECK120001584
1325,ECB_RS07880,b1530,ECK120001399
1326,ECB_RS07885,b1531,ECK120001398
1327,ECB_RS07890,b1532,ECK120001547
1328,ECB_RS07895,b1533,ECK120001585
1329,ECB_RS07900,b1534,ECK120001586
1330,ECB_RS07905,b4599,ECK120002603
1331,ECB_RS07910,b1535,ECK120001587
1332,ECB_RS07915,b1536,ECK120001588
1333,ECB_RS07920,b1537,ECK120001589
1334,ECB_RS07925,b1538,ECK120000206
1335,ECB_RS07930,b1539,ECK120002220
1336,ECB_RS07935,b1540,ECK120003403
1337,ECB_RS07940,b1541,ECK120003404
1338,ECB_RS07945,b1542,ECK120003405
1339,ECB_RS07950,b1543,ECK120003406
1340,ECB_RS25445,b4744,ECK125276506
1341,ECB_RS07960,b1544,ECK120003407
1342,ECB_RS07965,b1374,ECK120003292
1343,ECB_RS08005,,
1344,ECB_RS08015,b1550,ECK120003412
1345,ECB_RS08020,b1551,ECK120003413
1346,ECB_RS23615,b4724,
1347,ECB_RS08025,b1552,ECK120003414
1348,ECB_RS08030,b1553,ECK120003415
1349,ECB_RS08035,b1554,ECK120003416
1350,ECB_RS08045,b0554,ECK120002917
1351,ECB_RS08065,,
1352,ECB_RS08090,b1561,ECK120001113
1353,ECB_RS08155,b1575,ECK120000221
1354,ECB_RS08160,b1576,ECK120001276
1355,ECB_RS25005,b4534,ECK120026450
1356,ECB_RS08185,b1580,ECK120003427
1357,ECB_RS08190,b1581,ECK120003428
1358,ECB_RS08195,b1582,ECK120003429
1359,ECB_RS08200,b1583,ECK120003430
1360,ECB_RS08205,b1584,ECK120003431
1361,ECB_RS08210,b1585,ECK120003432
1362,ECB_RS08215,b1586,ECK120003433
1363,ECB_RS08220,b1587,ECK120003434
1364,ECB_RS08225,b1588,ECK120003435
1365,ECB_RS08230,b1589,ECK120003436
1366,ECB_RS08235,b1590,ECK120003437
1367,ECB_RS08240,b1591,ECK120003438
1368,ECB_RS08245,b1592,ECK120003439
1369,ECB_RS08250,b1593,ECK120003440
1370,ECB_RS08255,b1594,ECK120003441
1371,ECB_RS08260,b1595,ECK120003442
1372,ECB_RS08265,b1596,ECK120003443
1373,ECB_RS08270,b1597,ECK120003444
1374,ECB_RS08275,b4601,ECK120030077
1375,ECB_RS08280,b1598,ECK120003445
1376,ECB_RS08285,b1599,ECK120003446
1377,ECB_RS08290,b1600,ECK120003447
1378,ECB_RS08295,b1601,ECK120003448
1379,ECB_RS08300,b1602,ECK120000736
1380,ECB_RS08305,b1603,ECK120000735
1381,ECB_RS08310,b1604,ECK120003449
1382,ECB_RS08315,b1605,ECK120003450
1383,ECB_RS08320,b1606,ECK120003451
1384,ECB_RS08325,b1607,ECK120003452
1385,ECB_RS08330,b1608,ECK120003453
1386,ECB_RS08335,b1609,ECK120001211
1387,ECB_RS08340,b1610,ECK120001027
1388,ECB_RS08345,b1611,ECK120000351
1389,ECB_RS08350,b1612,ECK120000349
1390,ECB_RS08355,b1613,ECK120000559
1391,ECB_RS08360,b1614,ECK120003454
1392,ECB_RS08365,b1615,ECK120003455
1393,ECB_RS08370,b1616,ECK120001601
1394,ECB_RS08375,b1617,ECK120001044
1395,ECB_RS08380,b1618,ECK120003456
1396,ECB_RS08385,b1619,ECK120000418
1397,ECB_RS08390,b1620,ECK120000550
1398,ECB_RS08395,b1621,ECK120000556
1399,ECB_RS08400,b1622,ECK120000557
1400,ECB_RS08405,b1623,ECK120000027
1401,ECB_RS08410,b1624,ECK120003457
1402,ECB_RS08415,b4409,ECK120002650
1403,ECB_RS08420,b1625,ECK120003458
1404,ECB_RS08425,b1626,ECK120003459
1405,ECB_RS08430,b1627,ECK120003460
1406,ECB_RS08435,b1628,ECK120003461
1407,ECB_RS08440,b1629,ECK120003462
1408,ECB_RS08445,b1630,ECK120003463
1409,ECB_RS08450,b1631,ECK120003464
1410,ECB_RS08455,b1632,ECK120003465
1411,ECB_RS08460,b1633,ECK120000655
1412,ECB_RS08470,b1634,ECK120003466
1413,ECB_RS08475,b1635,ECK120003467
1414,ECB_RS08480,b1636,ECK120003468
1415,ECB_RS08485,b1637,ECK120001032
1416,ECB_RS08490,b1638,ECK120001443
1417,ECB_RS08495,b1639,ECK120001444
1418,ECB_RS08500,b1640,ECK120003469
1419,ECB_RS08505,b1641,ECK120003470
1420,ECB_RS08510,b1642,ECK120003471
1421,ECB_RS08515,b1643,ECK120003472
1422,ECB_RS08520,b1644,ECK120003473
1423,ECB_RS08525,b1645,ECK120003474
1424,ECB_RS08530,b1646,ECK120003475
1425,ECB_RS08535,b1647,ECK120003476
1426,ECB_RS08540,b1648,ECK120003477
1427,ECB_RS08545,b1649,ECK120003478
1428,ECB_RS08550,b1650,ECK120003479
1429,ECB_RS08555,b1651,ECK120003480
1430,ECB_RS08560,b1652,ECK120001501
1431,ECB_RS08565,b1653,ECK120001502
1432,ECB_RS08570,b1654,ECK120002074
1433,ECB_RS08575,b1655,ECK120003481
1434,ECB_RS08580,b1656,ECK120000943
1435,ECB_RS08585,b1657,ECK120003482
1436,ECB_RS08590,b4602,ECK120030078
1437,ECB_RS08595,b1658,ECK120000791
1438,ECB_RS08600,b1659,ECK120002041
1439,ECB_RS08605,b1660,ECK120002042
1440,ECB_RS08610,b1661,ECK120001485
1441,ECB_RS08615,b1662,ECK120001372
1442,ECB_RS08620,b1663,ECK120002262
1443,ECB_RS08625,b1664,ECK120003483
1444,ECB_RS08640,b1667,ECK120003484
1445,ECB_RS08645,b1668,ECK120003485
1446,ECB_RS08650,b1669,ECK120003486
1447,ECB_RS08655,b1670,ECK120003487
1448,ECB_RS08660,b1671,ECK120003488
1449,ECB_RS08665,b1672,ECK120003489
1450,ECB_RS08670,b1673,ECK120003490
1451,ECB_RS08675,b1674,ECK120003491
1452,ECB_RS08680,b1675,ECK120003492
1453,ECB_RS08685,b1676,ECK120000795
1454,ECB_RS08690,b1677,ECK120000537
1455,ECB_RS08695,b1678,ECK120003493
1456,ECB_RS08700,b1679,ECK120003494
1457,ECB_RS08705,b1680,ECK120003495
1458,ECB_RS08710,b1681,ECK120003496
1459,ECB_RS08715,b1682,ECK120003497
1460,ECB_RS08720,b1683,ECK120003498
1461,ECB_RS08725,b1684,ECK120001346
1462,ECB_RS08730,b1685,ECK120003499
1463,ECB_RS08735,b1686,ECK120003500
1464,ECB_RS08740,b1687,ECK120003501
1465,ECB_RS08745,b1688,ECK120003502
1466,ECB_RS08750,b1689,ECK120003503
1467,ECB_RS08760,b1691,ECK120003505
1468,ECB_RS08765,b1692,ECK120001212
1469,ECB_RS08770,b1693,ECK120000072
1470,ECB_RS08775,b1694,ECK120002287
1471,ECB_RS08780,b1695,ECK120003506
1472,ECB_RS08785,b1696,ECK120003507
1473,ECB_RS08795,b1697,ECK120003508
1474,ECB_RS08800,b1698,ECK120003509
1475,ECB_RS08805,b1699,ECK120003510
1476,ECB_RS08810,b1700,ECK120003511
1477,ECB_RS08815,b1701,ECK120002225
1478,ECB_RS08820,b1702,ECK120000750
1479,ECB_RS08830,b1703,ECK120001116
1480,ECB_RS08835,b1704,ECK120000076
1481,ECB_RS08840,b1705,ECK120002254
1482,ECB_RS08845,b1706,ECK120003512
1483,ECB_RS08855,b1708,ECK120001117
1484,ECB_RS08860,b1709,ECK120000124
1485,ECB_RS08865,b1710,ECK120000125
1486,ECB_RS08870,b1711,ECK120000123
1487,ECB_RS08875,b1712,ECK120000433
1488,ECB_RS08880,b1713,ECK120000702
1489,ECB_RS08885,b1714,ECK120000701
1490,ECB_RS25460,b1715,ECK120001246
1491,ECB_RS08895,b1716,ECK120000872
1492,ECB_RS08900,b1717,ECK120001209
1493,ECB_RS08905,b1718,ECK120000499
1494,ECB_RS08910,b1719,ECK120000990
1495,ECB_RS08920,b4535,ECK120016305
1496,ECB_RS08925,b1722,ECK120003516
1497,ECB_RS08930,b1723,ECK120000692
1498,ECB_RS08935,b1724,ECK120003517
1499,ECB_RS08940,b1725,ECK120003518
1500,ECB_RS08945,b1726,ECK120003519
1501,ECB_RS08950,b1727,ECK120003520
1502,ECB_RS08955,b1728,ECK120003521
1503,ECB_RS08960,b1729,ECK120003522
1504,ECB_RS08965,b1730,ECK120003523
1505,ECB_RS08970,b1731,ECK120003524
1506,ECB_RS08975,b1732,ECK120000502
1507,ECB_RS08980,b1733,ECK120002087
1508,ECB_RS08985,b1734,ECK120000140
1509,ECB_RS08990,b1735,ECK120000139
1510,ECB_RS08995,b1736,ECK120000138
1511,ECB_RS09000,b1737,ECK120000137
1512,ECB_RS09005,b1738,ECK120000136
1513,ECB_RS09010,b1739,ECK120000040
1514,ECB_RS09015,b1740,ECK120000656
1515,ECB_RS09025,b1741,ECK120003525
1516,ECB_RS09030,b1742,ECK120003526
1517,ECB_RS09035,b1743,ECK120003527
1518,ECB_RS09040,b1744,ECK120003528
1519,ECB_RS09045,b1745,ECK120003529
1520,ECB_RS09050,b1746,ECK120003530
1521,ECB_RS09055,b1747,ECK120003531
1522,ECB_RS09060,b1748,ECK120003532
1523,ECB_RS09065,b1749,ECK120001062
1524,ECB_RS09070,b1750,ECK120003533
1525,ECB_RS09075,b1751,ECK120003534
1526,ECB_RS09080,b1752,ECK120003535
1527,ECB_RS09085,b1753,ECK120003536
1528,ECB_RS09090,b1754,ECK120003537
1529,ECB_RS09095,b1755,ECK120003538
1530,ECB_RS09100,b1756,ECK120003539
1531,ECB_RS09105,b1757,ECK120003540
1532,ECB_RS09110,b1758,ECK120003541
1533,ECB_RS09115,b1759,ECK120003542
1534,ECB_RS09120,b1760,ECK120003543
1535,ECB_RS09125,b1761,ECK120000365
1536,ECB_RS09130,b1762,ECK120003544
1537,ECB_RS09135,b1763,ECK120001003
1538,ECB_RS09140,b1764,ECK120000932
1539,ECB_RS09150,b1765,ECK120001118
1540,ECB_RS09160,b1766,ECK120000957
1541,ECB_RS09165,b1767,ECK120000041
1542,ECB_RS09170,b1768,ECK120001119
1543,ECB_RS09175,b1769,ECK120002237
1544,ECB_RS09180,b1770,ECK120003545
1545,ECB_RS09185,b1771,ECK120003546
1546,ECB_RS09190,b1772,ECK120003547
1547,ECB_RS09195,b1773,ECK120003548
1548,ECB_RS09200,b1774,ECK120003549
1549,ECB_RS09205,b1775,ECK120003550
1550,ECB_RS09210,b1776,ECK120003551
1551,ECB_RS09215,b1777,ECK120003552
1552,ECB_RS09220,b1778,ECK120002257
1553,ECB_RS09225,b1779,ECK120000360
1554,ECB_RS09230,b1780,ECK120003553
1555,ECB_RS09235,b1781,ECK120003554
1556,ECB_RS09240,b1782,ECK120003555
1557,ECB_RS09250,b1784,ECK120003557
1558,ECB_RS09255,b1785,ECK120003558
1559,ECB_RS09260,b1786,ECK120003559
1560,ECB_RS09265,b1787,ECK120003560
1561,ECB_RS09270,b1788,ECK120003561
1562,ECB_RS09275,b1789,ECK120003562
1563,ECB_RS09280,b1790,ECK120003563
1564,ECB_RS09285,b1791,ECK120003564
1565,ECB_RS09290,b1792,ECK120003565
1566,ECB_RS09295,b1793,ECK120003566
1567,ECB_RS09300,b1794,ECK120003567
1568,ECB_RS09305,b4676,
1569,ECB_RS25010,b4675,
1570,ECB_RS09310,b1795,ECK120003568
1571,ECB_RS09315,b1796,ECK120003569
1572,ECB_RS09325,b0016,ECK120002703
1573,ECB_RS09335,b1798,ECK120003571
1574,ECB_RS09340,b1799,ECK120003572
1575,ECB_RS09345,b1800,ECK120003573
1576,ECB_RS09350,b1801,ECK120003574
1577,ECB_RS09355,b1802,ECK120003575
1578,ECB_RS09360,b1803,ECK120003576
1579,ECB_RS09365,b1804,ECK120000849
1580,ECB_RS09370,b1805,ECK120001484
1581,ECB_RS09375,b1806,ECK120003577
1582,ECB_RS09380,b1807,ECK120003578
1583,ECB_RS09385,b1808,ECK120003579
1584,ECB_RS09390,b1809,ECK120003580
1585,ECB_RS09400,b1810,ECK120003581
1586,ECB_RS09405,b1811,ECK120003582
1587,ECB_RS09410,b1812,ECK120000676
1588,ECB_RS09415,b1813,ECK120002358
1589,ECB_RS09420,b1814,ECK120000919
1590,ECB_RS09425,b1815,ECK120003583
1591,ECB_RS09430,b1816,ECK120003584
1592,ECB_RS09440,b1817,ECK120000560
1593,ECB_RS09445,b1818,ECK120000561
1594,ECB_RS09450,b1819,ECK120000562
1595,ECB_RS09455,b1820,ECK120003585
1596,ECB_RS09465,b1821,ECK120003586
1597,ECB_RS09470,b1822,ECK120002094
1598,ECB_RS09475,b1823,ECK120002092
1599,ECB_RS09480,b1824,ECK120003587
1600,ECB_RS09490,b1825,ECK120003588
1601,ECB_RS09495,b1826,ECK120003589
1602,ECB_RS09495,b1826,ECK120008976
1603,ECB_RS09500,b4536,ECK120016306
1604,ECB_RS09505,b1827,ECK120003590
1605,ECB_RS09510,b1828,ECK120003591
1606,ECB_RS09515,b1829,ECK120000455
1607,ECB_RS09520,b1830,ECK120000751
1608,ECB_RS09525,b1831,ECK120002409
1609,ECB_RS09530,b1832,ECK120003592
1610,ECB_RS09535,b1833,ECK120003593
1611,ECB_RS09540,b1834,ECK120003594
1612,ECB_RS09545,b1835,ECK120003595
1613,ECB_RS09550,b1836,ECK120003596
1614,ECB_RS09555,b1837,ECK120003597
1615,ECB_RS09560,b1838,ECK120003598
1616,ECB_RS09570,b1839,ECK120003599
1617,ECB_RS09575,b1840,ECK120003600
1618,ECB_RS09580,b1841,ECK120003601
1619,ECB_RS09585,b1842,ECK120001461
1620,ECB_RS09590,b1843,ECK120003602
1621,ECB_RS09595,b1844,ECK120003603
1622,ECB_RS09600,b1845,ECK120000993
1623,ECB_RS09605,b1846,ECK120001740
1624,ECB_RS09615,b1847,ECK120001741
1625,ECB_RS09620,b1848,ECK120001742
1626,ECB_RS09625,b1849,ECK120001743
1627,ECB_RS09630,b1850,ECK120000250
1628,ECB_RS09635,b1851,ECK120000251
1629,ECB_RS09640,b1852,ECK120001199
1630,ECB_RS09650,b1853,ECK120002406
1631,ECB_RS09655,b1854,ECK120000794
1632,ECB_RS09660,b1855,ECK120000607
1633,ECB_RS09665,b1856,ECK120000011
1634,ECB_RS09670,b1857,ECK120003604
1635,ECB_RS09675,b1858,ECK120003605
1636,ECB_RS09680,b1859,ECK120002236
1637,ECB_RS09685,b1860,ECK120004476
1638,ECB_RS09690,b1861,ECK120004475
1639,ECB_RS25020,b4677,
1640,ECB_RS09695,b1862,ECK120001120
1641,ECB_RS09700,b1863,ECK120000914
1642,ECB_RS09705,b1864,ECK120001121
1643,ECB_RS09710,b1865,ECK120001122
1644,ECB_RS09715,b1866,ECK120000093
1645,ECB_RS09720,b1867,ECK120002245
1646,ECB_RS09725,b1868,ECK120002246
1647,ECB_RS09730,b1869,ECK120003606
1648,ECB_RS09735,b1870,ECK120003607
1649,ECB_RS09740,b1871,ECK120003608
1650,ECB_RS09745,b1872,ECK120003609
1651,ECB_RS09750,b1873,ECK120003610
1652,ECB_RS09755,b1874,ECK120003611
1653,ECB_RS09760,b1875,ECK120003612
1654,ECB_RS09765,b1876,ECK120000067
1655,ECB_RS09770,b1877,ECK120003613
1656,ECB_RS09775,b1878,ECK120003614
1657,ECB_RS09780,b1879,ECK120002690
1658,ECB_RS09785,b1880,ECK120003615
1659,ECB_RS09790,b1881,ECK120000147
1660,ECB_RS09795,b1882,ECK120000146
1661,ECB_RS09800,b1883,ECK120000143
1662,ECB_RS09805,b1884,ECK120000144
1663,ECB_RS09810,b1885,ECK120000976
1664,ECB_RS09815,b1886,ECK120000977
1665,ECB_RS09820,b1887,ECK120000145
1666,ECB_RS09825,b1888,ECK120000142
1667,ECB_RS09830,b1889,ECK120000595
1668,ECB_RS09835,b1890,ECK120000594
1669,ECB_RS09840,b1891,ECK120000313
1670,ECB_RS09845,b1892,ECK120000314
1671,ECB_RS09850,b1895,ECK120003618
1672,ECB_RS09855,b1896,ECK120001689
1673,ECB_RS09860,b1897,ECK120001690
1674,ECB_RS09865,b4460,ECK120000055
1675,ECB_RS09870,b1900,ECK120000054
1676,ECB_RS09875,b1901,ECK120000053
1677,ECB_RS09880,b1902,ECK120003619
1678,ECB_RS09885,b4537,ECK120016307
1679,ECB_RS25025,b4663,
1680,ECB_RS09895,b1904,ECK120003621
1681,ECB_RS09900,b1905,ECK120000912
1682,ECB_RS09905,b1906,ECK120003622
1683,ECB_RS09910,b1907,ECK120001030
1684,ECB_RS09915,b1908,ECK120001123
1685,ECB_RS09935,b1912,ECK120000698
1686,ECB_RS09940,b1913,ECK120001052
1687,ECB_RS09945,b1914,ECK120001124
1688,ECB_RS09960,b1968,ECK120003642
1689,ECB_RS09965,b1969,ECK120003643
1690,ECB_RS09970,b1970,ECK120003644
1691,ECB_RS09975,b1971,ECK120003645
1692,ECB_RS09980,b1972,ECK120003646
1693,ECB_RS09985,b1973,ECK120003647
1694,ECB_RS09990,b1974,ECK120003648
1695,ECB_RS10005,b1976,ECK120003649
1696,ECB_RS10015,b1978,ECK120003650
1697,ECB_RS10025,b1981,ECK120003653
1698,ECB_RS10030,b1982,ECK120000035
1699,ECB_RS10035,b1983,ECK120003654
1700,ECB_RS10045,b1985,ECK120003656
1701,ECB_RS10055,b1987,ECK120003657
1702,ECB_RS10060,b1988,ECK120003658
1703,ECB_RS10070,b1990,ECK120003659
1704,ECB_RS10075,b1991,ECK120002050
1705,ECB_RS10080,b1992,ECK120002049
1706,ECB_RS10085,b1993,ECK120002434
1707,ECB_RS10145,b2007,ECK120003673
1708,ECB_RS10150,b2008,ECK120001821
1709,ECB_RS10155,b2009,ECK120001822
1710,ECB_RS10160,b2010,ECK120001823
1711,ECB_RS10165,b2011,ECK120000915
1712,ECB_RS10170,b2012,ECK120001824
1713,ECB_RS10175,b2013,ECK120001825
1714,ECB_RS10180,b2014,ECK120001826
1715,ECB_RS25470,b4678,
1716,ECB_RS10185,b2015,ECK120003674
1717,ECB_RS10190,b2016,ECK120003675
1718,ECB_RS23775,b2018,ECK120001243
1719,ECB_RS10195,b2019,ECK120000442
1720,ECB_RS10200,b2020,ECK120000440
1721,ECB_RS10205,b2021,ECK120000439
1722,ECB_RS10210,b2022,ECK120000438
1723,ECB_RS10215,b2023,ECK120000443
1724,ECB_RS10220,b2024,ECK120000437
1725,ECB_RS10225,b2025,ECK120000441
1726,ECB_RS10230,b2026,ECK120000444
1727,ECB_RS10235,b2027,ECK120003676
1728,ECB_RS10240,b2028,ECK120003677
1729,ECB_RS10245,b2029,ECK120000404
1730,ECB_RS10250,b2048,ECK120000158
1731,ECB_RS10310,b2039,ECK120001903
1732,ECB_RS10315,b2040,ECK120002272
1733,ECB_RS10320,b2041,ECK120002273
1734,ECB_RS10325,b2042,ECK120003679
1735,ECB_RS10330,b2043,ECK120003680
1736,ECB_RS10335,b2044,ECK120003681
1737,ECB_RS10340,b2045,ECK120003682
1738,ECB_RS10345,b2046,ECK120003683
1739,ECB_RS10350,b2047,ECK120003684
1740,ECB_RS10355,b2048,ECK120000158
1741,ECB_RS10360,b2049,ECK120000157
1742,ECB_RS10365,b2050,ECK120001724
1743,ECB_RS10370,b2051,ECK120001723
1744,ECB_RS10375,b2052,ECK120001722
1745,ECB_RS10380,b2053,ECK120001721
1746,ECB_RS10385,b2054,ECK120003685
1747,ECB_RS10390,b2055,ECK120003686
1748,ECB_RS10395,b2056,ECK120003687
1749,ECB_RS10400,b2057,ECK120003688
1750,ECB_RS10405,b2058,ECK120003689
1751,ECB_RS10410,b2059,ECK120003690
1752,ECB_RS10415,b2060,ECK120003691
1753,ECB_RS10420,b2061,ECK120003692
1754,ECB_RS10425,b2062,ECK120003693
1755,ECB_RS10430,b2063,ECK120003694
1756,ECB_RS10435,b2064,ECK120001330
1757,ECB_RS10440,b2065,ECK120001383
1758,ECB_RS10445,b2066,ECK120001644
1759,ECB_RS10450,b2067,ECK120002259
1760,ECB_RS10455,b2068,ECK120001200
1761,ECB_RS10460,b2069,ECK120002088
1762,ECB_RS10465,b2070,ECK120003695
1763,ECB_RS10470,b2072,ECK120003697
1764,ECB_RS10475,b2073,ECK120003698
1765,ECB_RS23795,b4667,
1766,ECB_RS25475,b4668,
1767,ECB_RS25480,b4668,
1768,ECB_RS25485,b4668,
1769,ECB_RS10480,b2074,ECK120003699
1770,ECB_RS10485,b2075,ECK120003700
1771,ECB_RS10490,b2076,ECK120003701
1772,ECB_RS10495,b2077,ECK120002037
1773,ECB_RS10500,b2078,ECK120001565
1774,ECB_RS10505,b2079,ECK120001566
1775,ECB_RS10510,b2080,ECK120003702
1776,ECB_RS10515,b2081,ECK120003703
1777,ECB_RS23805,b2082,ECK120003704
1778,ECB_RS10650,b2085,ECK120003707
1779,ECB_RS10655,b2086,ECK120003708
1780,ECB_RS10665,b2091,ECK120002277
1781,ECB_RS10675,b2093,ECK120002275
1782,ECB_RS10680,b2094,ECK120002274
1783,ECB_RS10690,b2095,ECK120003711
1784,ECB_RS10695,b2096,ECK120002278
1785,ECB_RS10700,b2097,ECK120003712
1786,ECB_RS10705,b2098,ECK120003713
1787,ECB_RS10710,b2099,ECK120003714
1788,ECB_RS10715,b2100,ECK120003715
1789,ECB_RS10720,b2101,ECK120003716
1790,ECB_RS10725,b2102,ECK120003717
1791,ECB_RS10730,b2103,ECK120003718
1792,ECB_RS10735,b2104,ECK120004467
1793,ECB_RS10770,b2113,ECK120000604
1794,ECB_RS10775,b2114,ECK120000579
1795,ECB_RS10785,b2118,ECK120001918
1796,ECB_RS10790,b4541,ECK120016310
1797,ECB_RS10795,b2119,ECK120001919
1798,ECB_RS10800,b2120,ECK120001920
1799,ECB_RS10805,b2121,ECK120001921
1800,ECB_RS10810,b2122,ECK120001922
1801,ECB_RS10815,b2123,ECK120001923
1802,ECB_RS10820,b2124,ECK120001924
1803,ECB_RS10825,b2125,ECK120001925
1804,ECB_RS10830,b2126,ECK120001926
1805,ECB_RS10835,b2127,ECK120001927
1806,ECB_RS10840,b4542,ECK120016311
1807,ECB_RS10845,b2128,ECK120001928
1808,ECB_RS10850,b2129,ECK120001929
1809,ECB_RS10855,b2130,ECK120001930
1810,ECB_RS10860,b2131,ECK120001931
1811,ECB_RS10865,b2132,ECK120001932
1812,ECB_RS10870,b2133,ECK120000225
1813,ECB_RS10875,b2134,ECK120001933
1814,ECB_RS10880,b2135,ECK120001934
1815,ECB_RS10885,b2136,ECK120001935
1816,ECB_RS10890,b2137,ECK120001936
1817,ECB_RS10900,b4679,
1818,ECB_RS10905,b2140,ECK120001939
1819,ECB_RS10910,b2141,ECK120001940
1820,ECB_RS10915,b2142,ECK120001941
1821,ECB_RS10920,b2143,ECK120000133
1822,ECB_RS10925,b2144,ECK120001942
1823,ECB_RS10930,b2145,ECK120003722
1824,ECB_RS10935,b2146,ECK120003723
1825,ECB_RS10940,b2147,ECK120001262
1826,ECB_RS10945,b2148,ECK120000587
1827,ECB_RS10950,b2149,ECK120000585
1828,ECB_RS10955,b2150,ECK120000586
1829,ECB_RS10960,b2151,ECK120000358
1830,ECB_RS10970,b2152,ECK120001263
1831,ECB_RS10975,b2153,ECK120001343
1832,ECB_RS10985,b2154,ECK120001943
1833,ECB_RS10990,b2155,ECK120000151
1834,ECB_RS10995,b2156,ECK120001308
1835,ECB_RS11000,b2157,ECK120002010
1836,ECB_RS11005,b2158,ECK120001944
1837,ECB_RS11010,b2159,ECK120000644
1838,ECB_RS11015,b2160,ECK120001945
1839,ECB_RS11020,b2161,ECK120001946
1840,ECB_RS11025,b2162,ECK120001947
1841,ECB_RS11030,b2163,ECK120001948
1842,ECB_RS11035,b2164,ECK120001949
1843,ECB_RS11040,b2165,ECK120001950
1844,ECB_RS11045,b2166,ECK120001590
1845,ECB_RS11050,b2167,ECK120000330
1846,ECB_RS11055,b2168,ECK120000331
1847,ECB_RS11060,b2169,ECK120004449
1848,ECB_RS11065,b2170,ECK120001951
1849,ECB_RS11070,b4502,ECK120016921
1850,ECB_RS11075,b2171,ECK120001952
1851,ECB_RS11080,b2172,ECK120001953
1852,ECB_RS11085,b2173,ECK120002009
1853,ECB_RS11090,b2174,ECK120003724
1854,ECB_RS11095,b2175,ECK120003725
1855,ECB_RS11100,b2176,ECK120003726
1856,ECB_RS11105,b2177,ECK120001954
1857,ECB_RS11110,b2178,ECK120001955
1858,ECB_RS11115,b2179,ECK120001956
1859,ECB_RS11120,b2180,ECK120001957
1860,ECB_RS11125,b2181,ECK120001958
1861,ECB_RS11130,b2182,ECK120001384
1862,ECB_RS11135,b2183,ECK120001960
1863,ECB_RS11140,b2184,ECK120001961
1864,ECB_RS11145,b2185,ECK120000876
1865,ECB_RS11150,b2186,ECK120001962
1866,ECB_RS11155,b2187,ECK120001959
1867,ECB_RS11160,b2188,ECK120001963
1868,ECB_RS11180,b2193,ECK120001481
1869,ECB_RS11185,b2194,ECK120001965
