target_id	length	eff_length	est_counts	tpm
ECB_01395	438	271.287	5	14.1951
ECB_01396	1407	1239.59	3	1.86398
ECB_01397	1146	978.59	190	149.538
ECB_01398	1014	846.59	43	39.1196
ECB_01399	942	774.59	20	19.8864
ECB_01400	795	627.59	14	17.1811
ECB_01401	1425	1257.59	30	18.373
ECB_01402	174	43.2839	4	71.1758
ECB_01403	234	82.9401	15	139.292
ECB_01404	450	283.15	1	2.72009
ECB_01405	519	351.747	12	26.2754
ECB_01406	1038	870.59	19	16.8089
ECB_01407	666	498.59	43	66.4238
ECB_01408	2103	1935.59	10	3.97911
ECB_01409	1062	894.59	9	7.74849
ECB_01410	1500	1332.59	4	2.31186
ECB_01411	618	450.59	14	23.9301
ECB_01412	213	67.3778	0	0
ECB_01413	2127	1959.59	5	1.96519
ECB_01414	4224	4056.59	4.85655	0.922074
ECB_01415	483	315.879	0	0
ECB_01416	747	579.59	5	6.64428
ECB_01417	201	59.3883	0	0
ECB_01418	792	624.59	1.3005	1.60366
ECB_01419	228	78.575	2	19.604
ECB_01420	570	402.633	54	103.296
ECB_01421	846	678.59	0	0
ECB_01423	681	513.59	1	1.49962
ECB_01424	696	528.59	2	2.91414
ECB_01425	1545	1377.59	1	0.559086
ECB_01426	3741	3573.59	7	1.50866
ECB_01427	1389	1221.59	6	3.7829
ECB_01428	336	171.958	0	0
ECB_01429	957	789.59	0	0
ECB_01430	291	130.37	0	0
ECB_01431	825	657.59	0	0
ECB_01432	3048	2880.59	3	0.802119
ECB_01433	885	717.59	2	2.14661
ECB_01434	654	486.59	4	6.33134
ECB_01435	363	197.993	4	15.5599
ECB_01436	1011	843.59	4	3.65197
ECB_01437	1698	1530.59	9	4.52879
ECB_01438	138	24.6785	268	8364.02
ECB_01439	216	69.4648	1	11.0875
ECB_01440	432	265.395	86	249.577
ECB_01441	927	759.59	3	3.04187
ECB_01442	987	819.59	1	0.939728
ECB_01443	897	729.59	5	5.27825
ECB_01444	1023	855.59	3	2.70056
ECB_01445	1551	1383.59	14	7.79327
ECB_01446	582	414.633	16	29.7205
ECB_01447	2400	2232.59	43	14.834
ECB_01448	1044	876.59	198	173.967
ECB_01449	1320	1152.59	5	3.34113
ECB_01450	1536	1368.59	9	5.06487
ECB_01451	1401	1233.59	4.5	2.80957
ECB_01452	2796	2628.59	11	3.22306
ECB_01453	2373	2205.59	1	0.3492
ECB_01454	1686	1518.59	4	2.0287
ECB_01455	1158	990.59	5	3.88754
ECB_01456	1683	1515.59	12	6.09815
ECB_01457	762	594.59	3	3.886
ECB_01458	198	57.4165	0	0
ECB_01459	2280	2112.59	3	1.09372
ECB_01460	915	747.59	1	1.03023
ECB_01461	504	336.781	0	0
ECB_01462	531	363.711	0	0
ECB_01463	1149	981.59	0	0
ECB_01468	537	369.711	0	0
ECB_01469	1323	1155.59	11	7.33141
ECB_01470	267	109.086	4	28.2416
ECB_01472	798	630.59	2	2.44276
ECB_01473	1023	855.59	1	0.900188
ECB_01474	876	708.59	0	0
ECB_01475	291	130.37	0	0
ECB_01476	759	591.59	17	22.1323
ECB_01477	915	747.59	2	2.06047
ECB_01478	1452	1284.59	6	3.59737
ECB_01479	948	780.59	4	3.94672
ECB_01480	360	195.093	3	11.8435
ECB_01481	927	759.59	4	4.05583
ECB_01482	1389	1221.59	3	1.89145
ECB_01483	882	714.59	0	0
ECB_01484	1116	948.59	1	0.811933
ECB_01485	1191	1023.59	3	2.25732
ECB_01486	666	498.59	6	9.26843
ECB_01487	285	125.008	114	702.368
ECB_01488	321	157.658	6	29.3113
ECB_01489	435	268.341	2	5.74039
ECB_01490	384	218.099	0	0
ECB_01491	219	71.704	0	0
ECB_01492	900	732.59	9	9.46194
ECB_01493	1188	1020.59	6	4.52792
ECB_01494	891	723.59	9	9.57963
ECB_01495	393	226.944	49	166.294
ECB_01496	519	351.747	15	32.8443
ECB_01497	2046	1878.59	8	3.27987
ECB_01498	747	579.59	43	57.1408
ECB_01499	687	519.59	5	7.41153
ECB_01500	204	61.2905	0	0
ECB_01501	1461	1293.59	2	1.19078
ECB_01502	1284	1116.59	36	24.8318
ECB_01503	267	109.086	6.5	45.8926
ECB_01504	591	423.59	13.1818	23.9678
ECB_01505	294	133.043	1	5.78903
ECB_01506	705	537.59	1	1.43267
ECB_01507	282	122.33	0	0
ECB_01508	2379	2211.59	5.33972	1.85957
ECB_01509	600	432.59	1	1.78042
ECB_01510	1320	1152.59	11.9203	7.96544
ECB_01511	309	146.509	0	0
ECB_01512	867	699.59	0	0
ECB_01513	207	63.3667	11	133.7
ECB_01514	174	43.2839	69	1227.78
ECB_01515	156	33.403	1	23.0576
ECB_01516	255	99.2425	1	7.76071
ECB_01517	213	67.3778	3	34.2928
ECB_01518	498	330.814	1	2.32817
ECB_01519	534	366.711	0	0
ECB_01520	552	384.673	3	6.0066
ECB_01521	216	69.4648	0	0
ECB_01522	714	546.59	113	159.227
ECB_01523	723	555.59	4	5.54503
ECB_01524	309	146.509	2	10.5139
ECB_01525	867	699.59	0	0
ECB_01527	525	357.747	83	178.69
ECB_01528	381	215.099	9	32.2257
ECB_01529	579	411.633	1	1.87107
ECB_01530	279	119.62	0	0
ECB_01531	252	97.0698	1	7.93442
ECB_01532	156	33.403	340	7839.58
ECB_01533	90	10.4362	17	1254.6
ECB_01534	780	612.59	20	25.1454
ECB_01535	423	256.526	1	3.0024
ECB_01536	1020	852.59	1	0.903355
ECB_01537	462	295.034	1	2.61052
ECB_01538	231	80.5935	0	0
ECB_01539	408	241.85	3	9.55377
ECB_01540	207	63.3667	1	12.1545
ECB_01541	366	200.853	2	7.6692
ECB_01542	288	127.772	1	6.02785
ECB_01543	189	52.1068	0	0
ECB_01544	192	53.8172	1	14.3113
ECB_01545	2472	2304.59	10	3.34199
ECB_01546	252	97.0698	1	7.93442
ECB_01549	1020	852.59	4	3.61342
ECB_01550	1215	1047.59	1	0.735203
ECB_01551	327	163.366	1	4.71452
ECB_01552	342	177.623	13	56.3694
ECB_01553	561	393.673	10	19.5643
ECB_01554	711	543.59	21	29.7541
ECB_01555	306	143.836	26	139.221
ECB_01556	2427	2259.59	6	2.04513
ECB_01557	2424	2256.59	4	1.36523
ECB_01558	618	450.59	1	1.7093
ECB_01559	855	687.59	8	8.96106
ECB_01560	615	447.59	3	5.16226
ECB_01561	1257	1089.59	1	0.706864
ECB_01562	696	528.59	7	10.1995
ECB_01563	1221	1053.59	8	5.84813
ECB_01564	894	726.59	1	1.06001
ECB_01565	1254	1086.59	7	4.96171
ECB_01566	309	146.509	39	205.022
ECB_01567	822	654.59	185	217.671
ECB_01568	330	166.216	0	0
ECB_01569	366	200.853	1	3.8346
ECB_01570	1035	867.59	6	5.32642
ECB_01571	1389	1221.59	38	23.9584
ECB_01572	1533	1365.59	17	9.58799
ECB_01573	945	777.59	4	3.96194
ECB_01574	1383	1215.59	6	3.80157
ECB_01575	723	555.59	2	2.77252
ECB_01576	336	171.958	5	22.3947
ECB_01577	729	561.59	8	10.9716
ECB_01578	1302	1134.59	3	2.03648
ECB_01579	930	762.59	6	6.05981
ECB_01580	1404	1236.59	54	33.6331
ECB_01581	1647	1479.59	214	111.396
ECB_01582	1176	1008.59	18	13.7454
ECB_01583	1509	1341.59	382	219.302
ECB_01584	1266	1098.59	5	3.50536
ECB_01585	1374	1206.59	2	1.27664
ECB_01586	1812	1644.59	4	1.87327
ECB_01587	591	423.59	14	25.4555
ECB_01588	768	600.59	5	6.41196
ECB_01589	1029	861.59	0	0
ECB_01590	1593	1425.59	7	3.78183
ECB_01591	1173	1005.59	6	4.59546
ECB_01592	1002	834.59	27	24.9166
ECB_01593	1041	873.59	18	15.8695
ECB_01594	126	19.2576	5	199.971
ECB_01595	216	69.4648	0	0
ECB_01596	441	274.205	1	2.80881
ECB_01597	582	414.633	2	3.71506
ECB_01598	579	411.633	0	0
ECB_01599	2223	2055.59	3	1.12404
ECB_01600	1059	891.59	3	2.59152
ECB_01601	621	453.59	0	0
ECB_01602	696	528.59	0	0
ECB_01603	636	468.59	1	1.64364
ECB_01604	1503	1335.59	8	4.61334
ECB_01605	606	438.59	19	33.3652
ECB_01606	864	696.59	2	2.21132
ECB_01607	1275	1107.59	7	4.86763
ECB_01608	657	489.59	4	6.29254
ECB_01609	330	166.216	1	4.63369
ECB_01610	1110	942.59	6	4.90261
ECB_01611	468	301.034	354	905.706
ECB_01612	435	268.341	140	401.827
ECB_01613	237	85.1981	6	54.24
ECB_01614	858	690.59	2	2.23053
ECB_01615	2013	1845.59	13	5.42509
ECB_01616	522	354.747	56	121.582
ECB_01617	897	729.59	33	34.8364
ECB_01618	240	87.6652	26	228.426
ECB_01619	516	348.747	0	0
ECB_01620	1098	930.59	5	4.13819
ECB_01621	408	241.85	12	38.2151
ECB_01622	648	480.59	3	4.80779
ECB_01623	4617	4449.59	6	1.03856
ECB_01624	348	183.477	7	29.3844
ECB_01625	816	648.59	11	13.0623
ECB_01626	582	414.633	43	79.8737
ECB_01627	1170	1002.59	1	0.768202
ECB_01628	120	16.6505	358	16559.7
ECB_01629	1026	858.59	2	1.79408
ECB_01630	933	765.59	5	5.03005
ECB_01631	1212	1044.59	7	5.1612
ECB_01632	1149	981.59	153	120.049
ECB_01633	642	474.59	30	48.6857
ECB_01634	1374	1206.59	4	2.55328
ECB_01635	1257	1089.59	12	8.48237
ECB_01636	306	143.836	125	669.333
ECB_01637	1605	1437.59	49	26.2518
ECB_01638	813	645.59	1	1.193
ECB_01639	786	618.59	4	4.9803
ECB_01640	669	501.59	1	1.5355
ECB_01641	648	480.59	0	0
ECB_01642	2103	1935.59	0	0
ECB_01643	627	459.59	0	0
ECB_01644	210	65.3156	24	283.004
ECB_01645	1413	1245.59	152	93.9869
ECB_01646	237	85.1981	33473	302596
ECB_01647	1005	837.59	148	136.091
ECB_01648	417	250.653	10	30.7274
ECB_01649	1221	1053.59	17	12.4273
ECB_01650	1272	1104.59	12	8.36718
ECB_01651	747	579.59	17	22.5905
ECB_01652	1488	1320.59	47	27.4112
ECB_01653	369	203.751	18	68.041
ECB_01654	270	111.62	0	0
ECB_01655	411	244.777	0	0
ECB_01656	3057	2889.59	2	0.53308
ECB_01657	1113	945.59	11	8.9596
ECB_01658	357	192.21	3	12.0211
ECB_01660	1266	1098.59	1	0.701073
ECB_01661	867	699.59	0	0
ECB_01662	759	591.59	2	2.6038
ECB_01663	1596	1428.59	1	0.539127
ECB_01664	1152	984.59	1	0.782246
ECB_01665	912	744.59	2	2.06877
ECB_01666	765	597.59	1	1.28883
ECB_01667	939	771.59	5	4.99094
ECB_01668	1290	1122.59	5	3.43042
ECB_01669	294	133.043	0	0
ECB_01670	1701	1533.59	6	3.01329
ECB_01671	2379	2211.59	104	36.2183
ECB_01672	834	666.59	15	17.3313
ECB_01673	1047	879.59	3	2.62688
ECB_01674	192	53.8172	3	42.9338
ECB_01675	1437	1269.59	9	5.45981
ECB_01676	543	375.711	6	12.2998
ECB_01677	465	298.034	40	103.37
ECB_01678	750	582.59	4	5.28805
ECB_01679	552	384.673	7	14.0154
ECB_01680	981	813.59	2	1.89332
ECB_01681	300	138.458	1536	8544.19
ECB_01682	2388	2220.59	584	202.555
ECB_01683	984	816.59	2	1.88636
ECB_01684	45	10	0	0
ECB_01685	357	192.21	81	324.57
ECB_01686	198	57.4165	4	53.6565
ECB_01687	435	268.341	104	298.5
ECB_01688	1929	1761.59	79	34.5399
ECB_01690	123	18.0665	1	42.6309
ECB_01691	759	591.59	0	0
ECB_01692	930	762.59	37	37.3688
ECB_01693	291	130.37	41	242.217
ECB_01694	861	693.59	159	176.56
ECB_01695	537	369.711	143	297.902
ECB_01696	669	501.59	3	4.6065
ECB_01697	591	423.59	4	7.27299
ECB_01698	1392	1224.59	7	4.40257
ECB_01699	795	627.59	1	1.22722
ECB_01700	264	106.669	2	14.4407
ECB_01701	2262	2094.59	9	3.30935
ECB_01702	750	582.59	4	5.28805
ECB_01703	1353	1185.59	2	1.29925
ECB_01704	843	675.59	5	5.70014
ECB_01705	351	186.421	0	0
ECB_01706	1359	1191.59	21	13.5735
ECB_01707	321	157.658	24	117.245
ECB_01708	339	174.73	406	1789.61
ECB_01709	828	660.59	4	4.66366
ECB_01710	888	720.59	5	5.34417
ECB_01711	576	408.633	1	1.8848
ECB_01712	486	318.879	31	74.8747
ECB_01713	969	801.59	58	55.7281
ECB_01714	1344	1176.59	64	41.8942
ECB_01715	1479	1311.59	60	35.2332
ECB_01716	1035	867.59	66	58.5906
ECB_01717	1221	1053.59	276	201.761
ECB_01718	807	639.59	4	4.81678
ECB_01719	711	543.59	0	0
ECB_01721	708	540.59	4	5.6989
ECB_01722	549	381.711	3	6.05321
ECB_01723	1167	999.59	4	3.08203
ECB_01724	1491	1323.59	3	1.74569
ECB_01725	654	486.59	1	1.58283
ECB_01726	1308	1140.59	7	4.7268
ECB_01727	621	453.59	1	1.69799
ECB_01728	408	241.85	3	9.55377
ECB_01729	273	114.17	3	20.238
ECB_01730	1344	1176.59	4	2.61839
ECB_01731	1041	873.59	2	1.76328
ECB_01732	1962	1794.59	7	3.00422
ECB_01733	1044	876.59	7	6.15036
ECB_01734	552	384.673	6	12.0132
ECB_01735	1857	1689.59	12	5.47014
ECB_01736	1017	849.59	1	0.906545
ECB_01737	642	474.59	5	8.11428
ECB_01738	1359	1191.59	1	0.646356
ECB_01739	759	591.59	4	5.2076
ECB_01740	981	813.59	1	0.946658
ECB_01741	948	780.59	1	0.986679
ECB_01742	837	669.59	0	0
ECB_01743	1044	876.59	0	0
ECB_01744	1380	1212.59	1	0.635163
ECB_01745	1077	909.59	1	0.846746
ECB_01746	273	114.17	5	33.7301
ECB_01747	414	247.678	43	133.715
ECB_01748	996	828.59	123	114.331
ECB_01749	885	717.59	5	5.36652
ECB_01750	855	687.59	9	10.0812
ECB_01751	747	579.59	6	7.97313
ECB_01752	1809	1641.59	64	30.0272
ECB_01753	1284	1116.59	16	11.0363
ECB_01754	1476	1308.59	4	2.35426
ECB_01755	1491	1323.59	5	2.90948
ECB_01756	504	336.781	2	4.57385
ECB_01757	105	12.8068	0	0
ECB_01758	447	280.15	1	2.74922
ECB_01759	822	654.59	2	2.3532
ECB_01760	1182	1014.59	0	0
ECB_01761	348	183.477	7	29.3844
ECB_01762	255	99.2425	7	54.325
ECB_01763	1026	858.59	8	7.17634
ECB_01764	249	94.8357	812	6594.52
ECB_01765	183	48.4341	1	15.9018
ECB_01766	225	76.1883	0	0
ECB_01767	1113	945.59	4.6	3.74674
ECB_01768	639	471.59	5	8.1659
ECB_01769	924	756.59	11	11.1978
ECB_01770	1086	918.59	1	0.83845
ECB_01771	1446	1278.59	10	6.02376
ECB_01772	1125	957.59	3	2.41291
ECB_01773	966	798.59	2	1.92888
ECB_01774	1128	960.59	8	6.41432
ECB_01775	1686	1518.59	872	442.257
ECB_01776	582	414.633	65	120.739
ECB_01777	696	528.59	2	2.91414
ECB_01778	1911	1743.59	3	1.32518
ECB_01779	345	180.569	1	4.26537
ECB_01780	360	195.093	123	485.583
ECB_01781	180	46.5893	23	380.225
ECB_01782	1362	1194.59	5	3.22367
ECB_01783	579	411.633	10	18.7107
ECB_01784	1365	1197.59	195	125.408
ECB_01785	1599	1431.59	2	1.07599
ECB_01786	1557	1389.59	5	2.77129
ECB_01787	972	804.59	66	63.1783
ECB_01788	801	633.59	49	59.5644
ECB_01789	861	693.59	76	84.3936
ECB_01790	459	292.063	1	2.63707
ECB_01791	567	399.673	0	0
ECB_01792	810	642.59	9	10.7872
ECB_01793	210	65.3156	481	5671.88
ECB_01794	144	27.607	366	10210.8
ECB_01795	288	127.772	20	120.557
ECB_01796	144	27.607	63	1757.6
ECB_01797	240	87.6652	25	219.64
ECB_01798	792	624.59	26	32.061
ECB_01799	1374	1206.59	0	0
ECB_01800	882	714.59	59	63.5907
ECB_01801	2049	1881.59	11	4.50263
ECB_01802	699	531.59	5	7.24422
ECB_01803	552	384.673	18	36.0396
ECB_01804	1284	1116.59	43	29.6602
ECB_01805	2634	2466.59	16	4.99599
ECB_01806	1440	1272.59	3	1.81565
ECB_01807	237	85.1981	44	397.76
ECB_01808	192	53.8172	41	586.761
ECB_01809	657	489.59	18	28.3164
ECB_01810	342	177.623	33	143.091
ECB_01811	873	705.59	6	6.54934
ECB_01812	375	209.418	7	25.7444
ECB_01813	231	80.5935	4	38.226
ECB_01814	657	489.59	3	4.71941
ECB_01815	663	495.59	2	3.10818
ECB_01816	2061	1893.59	16	6.50778
ECB_01817	660	492.59	1	1.56355
ECB_01818	369	203.751	9	34.0205
ECB_01819	291	130.37	41	242.217
ECB_01820	1179	1011.59	2	1.52273
ECB_01821	642	474.59	4	6.49143
ECB_01822	1812	1644.59	3	1.40496
ECB_01823	1476	1308.59	14	8.23993
ECB_01824	870	702.59	19	20.8281
ECB_01825	1443	1275.59	28	16.9062
ECB_01826	972	804.59	12	11.487
ECB_01827	1260	1092.59	5	3.52461
ECB_01828	933	765.59	8	8.04808
ECB_01829	756	588.59	9	11.7768
ECB_01830	786	618.59	8	9.96061
ECB_01831	1011	843.59	4	3.65197
ECB_01832	612	444.59	4	6.92945
ECB_01833	603	435.59	0	0
ECB_01834	522	354.747	5	10.8555
ECB_01835	741	573.59	2	2.68551
ECB_01836	453	286.121	5	13.4592
ECB_01837	1773	1605.59	13	6.23602
ECB_01838	567	399.673	3	5.78117
ECB_01839	819	651.59	1	1.18202
ECB_01840	396	229.921	18	60.2967
ECB_01841	744	576.59	0	0
ECB_01842	972	804.59	1	0.957247
ECB_01843	2430	2262.59	3	1.02121
ECB_01844	1101	933.59	5	4.12489
ECB_01845	441	274.205	181	508.395
ECB_01846	567	399.673	1	1.92706
ECB_01847	1734	1566.59	8	3.93309
ECB_01848	489	321.847	8	19.1443
ECB_01849	369	203.751	0	0
ECB_01850	2079	1911.59	10	4.02906
ECB_01851	1149	981.59	8	6.27709
ECB_01852	645	477.59	2	3.22532
ECB_01853	390	223.966	1	3.43888
ECB_01854	1050	882.59	0	0
ECB_01855	861	693.59	1	1.11044
ECB_01856	1602	1434.59	0	0
ECB_01857	1662	1494.59	3	1.54596
ECB_01858	504	336.781	0	0
ECB_01859	1965	1797.59	3	1.28537
ECB_01860	927	759.59	2	2.02791
ECB_01861	888	720.59	2	2.13767
ECB_01862	579	411.633	3	5.6132
ECB_01863	360	195.093	1	3.94783
ECB_01864	429	262.421	27	79.2435
ECB_01865	1425	1257.59	32	19.5979
ECB_01866	801	633.59	17	20.6652
ECB_01867	990	822.59	35	32.7705
ECB_01868	1515	1347.59	10	5.71533
ECB_01869	990	822.59	27	25.2801
ECB_01870	504	336.781	62	141.789
ECB_01871	252	97.0698	2	15.8688
ECB_01872	324	160.464	14	67.1969
ECB_01873	498	330.814	30	69.8452
ECB_01874	240	87.6652	28	245.997
ECB_01875	1212	1044.59	6	4.42389
ECB_01876	666	498.59	2	3.08948
ECB_01877	549	381.711	9	18.1596
ECB_01878	1767	1599.59	10	4.81493
ECB_01879	510	342.747	23	51.6837
ECB_01880	276	116.855	1.55556	10.2526
ECB_01881	504	336.781	0.00965665	0.022084
ECB_01882	660	492.59	1	1.56355
ECB_01883	1359	1191.59	9	5.81721
ECB_01884	672	504.59	4	6.10548
ECB_01885	414	247.678	5	15.5483
ECB_01886	1005	837.59	4	3.67813
ECB_01887	636	468.59	8	13.1491
ECB_01888	651	483.59	13	20.7045
ECB_01889	531	363.711	1	2.11759
ECB_01890	798	630.59	209	255.269
ECB_01891	7152	6984.59	21	2.31567
ECB_01893	1317	1149.59	11	7.36968
ECB_01894	1455	1287.59	12	7.17798
ECB_01895	717	549.59	8	11.2111
ECB_01896	1644	1476.59	0	0
ECB_01897	951	783.59	9	8.84611
ECB_01898	918	750.59	5	5.13057
ECB_01899	933	765.59	100	100.601
ECB_01900	1080	912.59	3	2.53189
ECB_01901	744	576.59	0	0
ECB_01902	546	378.711	5	10.1686
ECB_01904	906	738.59	2	2.08557
ECB_01906	408	241.85	1	3.18459
ECB_01907	435	268.341	0	0
ECB_01908	411	244.777	2	6.29302
ECB_01909	159	35.0245	3	65.9703
ECB_01910	396	229.921	97	324.932
ECB_01911	1059	891.59	13	11.2299
ECB_01912	474	306.973	41	102.869
ECB_01913	1167	999.59	4	3.08203
ECB_01914	1428	1260.59	3	1.83293
ECB_01915	228	78.575	1	9.802
ECB_01916	1059	891.59	3	2.59152
ECB_01917	1359	1191.59	7	4.52449
ECB_01918	930	762.59	19	19.1894
ECB_01919	825	657.59	24	28.1096
ECB_01920	51	10.1667	58	4393.88
ECB_01921	900	732.59	3	3.15398
ECB_01922	1242	1074.59	2	1.43346
ECB_01923	1071	903.59	2	1.70474
ECB_01924	1068	900.59	4	3.42083
ECB_01925	591	423.59	0	0
ECB_01926	738	570.59	1	1.34982
ECB_01927	777	609.59	0	0
ECB_01928	612	444.59	4	6.92945
ECB_01929	984	816.59	30	28.2954
ECB_01930	1167	999.59	17	13.0986
ECB_01931	1407	1239.59	21	13.0479
ECB_01932	1365	1197.59	1	0.643118
ECB_01933	1425	1257.59	7	4.28704
ECB_01934	504	336.781	1.45979	3.33842
ECB_01935	276	116.855	1.55556	10.2526
ECB_01936	768	600.59	5	6.41196
ECB_01937	1113	945.59	8	6.51607
ECB_01938	1176	1008.59	21	16.0363
ECB_01939	822	654.59	10	11.766
ECB_01940	747	579.59	8	10.6308
ECB_01941	438	271.287	12	34.0683
ECB_01942	1113	945.59	32	26.0643
ECB_01943	1428	1260.59	43	26.272
ECB_01944	546	378.711	8	16.2698
ECB_01945	879	711.59	7	7.57647
ECB_01946	900	732.59	4	4.20531
ECB_01947	1086	918.59	6	5.0307
ECB_01948	894	726.59	61	64.6605
ECB_01949	1395	1227.59	1	0.627401
ECB_01950	1221	1053.59	2	1.46203
ECB_01951	1281	1113.59	4	2.76652
ECB_01952	1479	1311.59	2	1.17444
ECB_01953	1395	1227.59	0	0
ECB_01954	1371	1203.59	2	1.27982
ECB_01955	1437	1269.59	5	3.03323
ECB_01956	1224	1056.59	0	0
ECB_01957	480	312.973	0	0
ECB_01958	966	798.59	0	0
ECB_01959	1122	954.59	1	0.80683
ECB_01960	549	381.711	0	0
ECB_01961	747	579.59	1	1.32886
ECB_01962	1218	1050.59	0	0
ECB_01963	1218	1050.59	1	0.733104
ECB_01964	489	321.847	0	0
ECB_01965	840	672.59	0	0
ECB_01966	2163	1995.59	4	1.54379
ECB_01967	444	277.205	0	0
ECB_01968	1140	972.59	2	1.5838
ECB_01969	1584	1416.59	8	4.34955
ECB_01970	1854	1686.59	14	6.39319
ECB_01971	582	414.633	12	22.2903
ECB_01972	642	474.59	1	1.62286
ECB_01973	3306	3138.59	22	5.39867
ECB_01974	849	681.59	5	5.64996
ECB_01975	1353	1185.59	4	2.59851
ECB_01976	1941	1773.59	7	3.03979
ECB_01977	762	594.59	3	3.886
ECB_01978	660	492.59	2	3.12711
ECB_01979	1248	1080.59	7	4.98926
ECB_01980	3123	2955.59	1	0.260588
ECB_01981	3078	2910.59	6	1.5877
ECB_01982	1416	1248.59	2	1.2337
ECB_01983	1404	1236.59	2	1.24567
ECB_01984	723	555.59	1	1.38626
ECB_01985	333	169.114	513	2336.35
ECB_01986	1362	1194.59	9	5.8026
ECB_01987	219	71.704	1	10.7413
ECB_01988	780	612.59	3	3.77181
ECB_01989	1191	1023.59	2	1.50488
ECB_01990	312	149.267	0	0
ECB_01991	147	28.8004	6	160.455
ECB_01992	216	69.4648	0	0
ECB_01993	1119	951.59	1	0.809373
ECB_01994	2763	2595.59	8	2.37385
ECB_01995	531	363.711	0	0
ECB_01996	870	702.59	0	0
ECB_01997	348	183.477	1	4.19776
ECB_01998	654	486.59	1	1.58283
ECB_01999	786	618.59	4	4.9803
ECB_02000	951	783.59	0	0
ECB_02001	1968	1800.59	4	1.71098
ECB_02002	366	200.853	2	7.6692
ECB_02003	1218	1050.59	32	23.4593
ECB_02004	2292	2124.59	3	1.08754
ECB_02005	276	116.855	0	0
ECB_02006	225	76.1883	0	0
ECB_02007	303	141.128	0	0
ECB_02008	225	76.1883	1	10.1091
ECB_02009	492	324.847	0	0
ECB_02010	276	116.855	0	0
ECB_02011	372	206.648	1	3.72707
ECB_02012	1014	846.59	2	1.81952
ECB_02013	216	69.4648	1	11.0875
ECB_02014	318	154.832	0	0
ECB_02015	900	732.59	14	14.7186
ECB_02016	774	606.59	8	10.1577
ECB_02017	1041	873.59	1	0.88164
ECB_02018	1356	1188.59	6	3.88793
ECB_02019	285	125.008	2	12.3222
ECB_02020	453	286.121	3	8.07551
ECB_02022	276	116.855	1.55556	10.2526
ECB_02023	504	336.781	1.45979	3.33842
ECB_02024	855	687.59	1	1.12013
ECB_02025	1053	885.59	9	7.82724
ECB_02026	1278	1110.59	4	2.77399
ECB_02027	1005	837.59	1	0.919533
ECB_02028	966	798.59	0	0
ECB_02029	747	579.59	0	0
ECB_02030	819	651.59	0	0
ECB_02031	801	633.59	1	1.2156
ECB_02032	789	621.59	29	35.9329
ECB_02033	246	92.403	6	50.0108
ECB_02034	432	265.395	3	8.70618
ECB_02035	666	498.59	7	10.8132
ECB_02036	264	106.669	1	7.22037
ECB_02037	252	97.0698	0	0
ECB_02038	399	232.897	0	0
ECB_02039	192	53.8172	0	0
ECB_02040	504	336.781	2.66448	6.09347
ECB_02041	276	116.855	0.311111	2.05053
ECB_02042	189	52.1068	17	251.277
ECB_02043	1110	942.59	21	17.1591
ECB_02044	2034	1866.59	3	1.23786
ECB_02045	3795	3627.59	4	0.84926
ECB_02046	3633	3465.59	8	1.77792
ECB_02047	318	154.832	0	0
ECB_02048	1089	921.59	3	2.50716
ECB_02049	2280	2112.59	4	1.45829
ECB_02050	1137	969.59	2	1.5887
ECB_02051	2001	1833.59	2	0.840092
ECB_02052	462	295.034	1	2.61052
ECB_02053	471	304.004	5	12.6675
ECB_02054	720	552.59	1	1.39378
ECB_02055	1686	1518.59	5	2.53588
ECB_02056	732	564.59	34	46.3815
ECB_02057	108	13.1578	0	0
ECB_02058	732	564.59	2	2.72832
ECB_02059	927	759.59	1	1.01396
ECB_02060	1158	990.59	5	3.88754
ECB_02061	918	750.59	10	10.2611
ECB_02062	2298	2130.59	7	2.53045
ECB_02063	1716	1548.59	16	7.95761
ECB_02064	933	765.59	1	1.00601
ECB_02065	588	420.633	147	269.162
ECB_02066	579	411.633	7	13.0975
ECB_02067	762	594.59	10	12.9533
ECB_02068	1365	1197.59	1	0.643118
ECB_02069	948	780.59	3	2.96004
ECB_02070	399	232.897	21	69.447
ECB_02071	696	528.59	13	18.9419
ECB_02072	885	717.59	7	7.51312
ECB_02073	720	552.59	5	6.96892
ECB_02074	240	87.6652	6	52.7136
ECB_02075	1239	1071.59	22	15.8122
ECB_02076	1236	1068.59	11	7.92831
ECB_02077	1011	843.59	24	21.9118
ECB_02078	1521	1353.59	42	23.898
ECB_02079	999	831.59	244	225.985
ECB_02080	1041	873.59	13	11.4613
ECB_02081	1158	990.59	1	0.777508
ECB_02082	669	501.59	1	1.5355
ECB_02083	837	669.59	4	4.60097
ECB_02084	1992	1824.59	4	1.68847
ECB_02085	1470	1302.59	7	4.13894
ECB_02086	882	714.59	13	14.0115
ECB_02087	1050	882.59	1	0.872649
ECB_02088	858	690.59	0	0
ECB_02089	1089	921.59	1	0.83572
ECB_02090	1251	1083.59	2	1.42156
ECB_02091	942	774.59	4	3.97729
ECB_02092	660	492.59	4	6.25422
ECB_02093	1251	1083.59	1	0.710778
ECB_02094	939	771.59	3	2.99456
ECB_02095	942	774.59	0	0
ECB_02096	1692	1524.59	36	18.1865
ECB_02097	939	771.59	4	3.99275
ECB_02098	1131	963.59	6	4.79576
ECB_02099	1182	1014.59	3	2.27735
ECB_02100	255	99.2425	0	0
